LocationID,Location Description,Location Groups,Community Area ID,Community Area,Major SubRegion,Major Region
626,OTHER COMMERCIAL TRANSPORTATION,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
627,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
628,PARK PROPERTY,Outside,4,LINCOLN SQUARE,Far North Side,North Side
629,PARKING LOT,Outside,4,LINCOLN SQUARE,Far North Side,North Side
630,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,4,LINCOLN SQUARE,Far North Side,North Side
633,POLICE FACILITY/VEHICLE PARKING LOT,Business,4,LINCOLN SQUARE,Far North Side,North Side
634,POOLROOM,Business,4,LINCOLN SQUARE,Far North Side,North Side
638,RESIDENCE,Residence,4,LINCOLN SQUARE,Far North Side,North Side
639,RESIDENCE-GARAGE,Residence,4,LINCOLN SQUARE,Far North Side,North Side
640,RESIDENCE-PORCH/HALLWAY,Residence,4,LINCOLN SQUARE,Far North Side,North Side
641,RESIDENCE-YARD (FRONT/BACK),Residence,4,LINCOLN SQUARE,Far North Side,North Side
642,RESTAURANT,Business,4,LINCOLN SQUARE,Far North Side,North Side
647,SAVINGS AND LOAN,Business,4,LINCOLN SQUARE,Far North Side,North Side
649,SCHOOL-PRIVATE BUILDING,Business,4,LINCOLN SQUARE,Far North Side,North Side
650,SCHOOL-PRIVATE GROUNDS,Outside,4,LINCOLN SQUARE,Far North Side,North Side
651,SCHOOL-PUBLIC BUILDING,Business,4,LINCOLN SQUARE,Far North Side,North Side
652,SCHOOL-PUBLIC GROUNDS,Outside,4,LINCOLN SQUARE,Far North Side,North Side
653,SIDEWALK,Outside,4,LINCOLN SQUARE,Far North Side,North Side
654,SMALL RETAIL STORE,Business,4,LINCOLN SQUARE,Far North Side,North Side
655,SPORTS ARENA/STADIUM,Business,4,LINCOLN SQUARE,Far North Side,North Side
657,STREET,Street,4,LINCOLN SQUARE,Far North Side,North Side
659,TAVERN/LIQUOR STORE,Business,4,LINCOLN SQUARE,Far North Side,North Side
660,TAXICAB,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
664,VACANT LOT/LAND,Outside,4,LINCOLN SQUARE,Far North Side,North Side
665,VEHICLE NON-COMMERCIAL,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
666,VEHICLE-COMMERCIAL,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
667,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
669,VEHICLE-DELIVERY TRUCK,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
670,VEHICLE-OTHER RIDE SERVICE,Transportation,4,LINCOLN SQUARE,Far North Side,North Side
671,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,4,LINCOLN SQUARE,Far North Side,North Side
673,WAREHOUSE,Business,4,LINCOLN SQUARE,Far North Side,North Side
677,ABANDONED BUILDING,Building,5,NORTH CENTER,North Side,North Side
691,AIRPORT VENDING ESTABLISHMENT,Air Travel,5,NORTH CENTER,North Side,North Side
693,ALLEY,Outside,5,NORTH CENTER,North Side,North Side
694,ANIMAL HOSPITAL,Business,5,NORTH CENTER,North Side,North Side
695,APARTMENT,Apartment,5,NORTH CENTER,North Side,North Side
696,APPLIANCE STORE,Business,5,NORTH CENTER,North Side,North Side
697,ATHLETIC CLUB,Business,5,NORTH CENTER,North Side,North Side
698,ATM (AUTOMATIC TELLER MACHINE),Outside,5,NORTH CENTER,North Side,North Side
699,AUTO,Transportation,5,NORTH CENTER,North Side,North Side
700,AUTO/BOAT/RV DEALERSHIP,Business,5,NORTH CENTER,North Side,North Side
701,BANK,Business,5,NORTH CENTER,North Side,North Side
703,BAR OR TAVERN,Business,5,NORTH CENTER,North Side,North Side
704,BARBERSHOP,Business,5,NORTH CENTER,North Side,North Side
709,BOWLING ALLEY,Business,5,NORTH CENTER,North Side,North Side
710,BRIDGE,Outside,5,NORTH CENTER,North Side,North Side
711,CAR WASH,Business,5,NORTH CENTER,North Side,North Side
713,CHA APARTMENT,Apartment,5,NORTH CENTER,North Side,North Side
717,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,5,NORTH CENTER,North Side,North Side
720,CHA PARKING LOT/GROUNDS,Outside,5,NORTH CENTER,North Side,North Side
724,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,5,NORTH CENTER,North Side,North Side
726,CLEANING STORE,Business,5,NORTH CENTER,North Side,North Side
729,COLLEGE/UNIVERSITY GROUNDS,Outside,5,NORTH CENTER,North Side,North Side
730,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,5,NORTH CENTER,North Side,North Side
731,COMMERCIAL/BUSINESS OFFICE,Business,5,NORTH CENTER,North Side,North Side
732,CONSTRUCTION SITE,Business,5,NORTH CENTER,North Side,North Side
733,CONVENIENCE STORE,Business,5,NORTH CENTER,North Side,North Side
734,CREDIT UNION,Business,5,NORTH CENTER,North Side,North Side
737,CTA BUS,Transportation,5,NORTH CENTER,North Side,North Side
738,CTA BUS STOP,Transportation,5,NORTH CENTER,North Side,North Side
739,CTA GARAGE/OTHER PROPERTY,Transportation,5,NORTH CENTER,North Side,North Side
740,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,5,NORTH CENTER,North Side,North Side
741,CTA PLATFORM,Transportation,5,NORTH CENTER,North Side,North Side
743,CTA STATION,Transportation,5,NORTH CENTER,North Side,North Side
745,CTA TRACKS-RIGHT OF WAY,Transportation,5,NORTH CENTER,North Side,North Side
746,CTA TRAIN,Transportation,5,NORTH CENTER,North Side,North Side
747,CURRENCY EXCHANGE,Business,5,NORTH CENTER,North Side,North Side
748,DAY CARE CENTER,Business,5,NORTH CENTER,North Side,North Side
750,DEPARTMENT STORE,Business,5,NORTH CENTER,North Side,North Side
752,DRIVEWAY-RESIDENTIAL,Outside,5,NORTH CENTER,North Side,North Side
753,DRUG STORE,Business,5,NORTH CENTER,North Side,North Side
756,FACTORY/MANUFACTURING BUILDING,Business,5,NORTH CENTER,North Side,North Side
757,FARM,Outside,5,NORTH CENTER,North Side,North Side
758,FEDERAL BUILDING,Business,5,NORTH CENTER,North Side,North Side
759,FIRE STATION,Business,5,NORTH CENTER,North Side,North Side
764,GAS STATION,Business,5,NORTH CENTER,North Side,North Side
767,GOVERNMENT BUILDING/PROPERTY,Business,5,NORTH CENTER,North Side,North Side
768,GROCERY FOOD STORE,Business,5,NORTH CENTER,North Side,North Side
770,HIGHWAY/EXPRESSWAY,Transportation,5,NORTH CENTER,North Side,North Side
773,HOSPITAL BUILDING/GROUNDS,Business,5,NORTH CENTER,North Side,North Side
775,HOTEL/MOTEL,Business,5,NORTH CENTER,North Side,North Side
777,JAIL/LOCK-UP FACILITY,Business,5,NORTH CENTER,North Side,North Side
778,KENNEL,Outside,5,NORTH CENTER,North Side,North Side
780,LAKE,Outside,5,NORTH CENTER,North Side,North Side
781,LAKEFRONT/WATERFRONT/RIVERBANK,Outside,5,NORTH CENTER,North Side,North Side
783,LIBRARY,Business,5,NORTH CENTER,North Side,North Side
785,MEDICAL/DENTAL OFFICE,Business,5,NORTH CENTER,North Side,North Side
787,MOVIE HOUSE/THEATER,Business,5,NORTH CENTER,North Side,North Side
790,NURSING HOME/RETIREMENT HOME,Business,5,NORTH CENTER,North Side,North Side
791,Not Specified,Not Specified,5,NORTH CENTER,North Side,North Side
793,OTHER,Other,5,NORTH CENTER,North Side,North Side
794,OTHER (SPECIFY),Other,5,NORTH CENTER,North Side,North Side
795,OTHER COMMERCIAL TRANSPORTATION,Transportation,5,NORTH CENTER,North Side,North Side
796,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,5,NORTH CENTER,North Side,North Side
797,PARK PROPERTY,Outside,5,NORTH CENTER,North Side,North Side
799,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,5,NORTH CENTER,North Side,North Side
802,POLICE FACILITY/VEHICLE PARKING LOT,Business,5,NORTH CENTER,North Side,North Side
807,RESIDENCE,Residence,5,NORTH CENTER,North Side,North Side
808,RESIDENCE-GARAGE,Residence,5,NORTH CENTER,North Side,North Side
809,RESIDENCE-PORCH/HALLWAY,Residence,5,NORTH CENTER,North Side,North Side
810,RESIDENCE-YARD (FRONT/BACK),Residence,5,NORTH CENTER,North Side,North Side
811,RESTAURANT,Business,5,NORTH CENTER,North Side,North Side
816,SAVINGS AND LOAN,Business,5,NORTH CENTER,North Side,North Side
818,SCHOOL-PRIVATE BUILDING,Business,5,NORTH CENTER,North Side,North Side
819,SCHOOL-PRIVATE GROUNDS,Outside,5,NORTH CENTER,North Side,North Side
820,SCHOOL-PUBLIC BUILDING,Business,5,NORTH CENTER,North Side,North Side
821,SCHOOL-PUBLIC GROUNDS,Outside,5,NORTH CENTER,North Side,North Side
822,SIDEWALK,Outside,5,NORTH CENTER,North Side,North Side
823,SMALL RETAIL STORE,Business,5,NORTH CENTER,North Side,North Side
824,SPORTS ARENA/STADIUM,Business,5,NORTH CENTER,North Side,North Side
826,STREET,Street,5,NORTH CENTER,North Side,North Side
828,TAVERN/LIQUOR STORE,Business,5,NORTH CENTER,North Side,North Side
829,TAXICAB,Transportation,5,NORTH CENTER,North Side,North Side
833,VACANT LOT/LAND,Outside,5,NORTH CENTER,North Side,North Side
834,VEHICLE NON-COMMERCIAL,Transportation,5,NORTH CENTER,North Side,North Side
835,VEHICLE-COMMERCIAL,Transportation,5,NORTH CENTER,North Side,North Side
837,VEHICLE-COMMERCIAL-TROLLEY BUS,Transportation,5,NORTH CENTER,North Side,North Side
838,VEHICLE-DELIVERY TRUCK,Transportation,5,NORTH CENTER,North Side,North Side
839,VEHICLE-OTHER RIDE SERVICE,Transportation,5,NORTH CENTER,North Side,North Side
840,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,5,NORTH CENTER,North Side,North Side
842,WAREHOUSE,Business,5,NORTH CENTER,North Side,North Side
846,ABANDONED BUILDING,Building,6,LAKE VIEW,North Side,North Side
849,AIRPORT BUILDING NON-TERMINAL-SECURE AREA,Air Travel,6,LAKE VIEW,North Side,North Side
854,AIRPORT TERMINAL LOWER LEVEL-SECURE AREA,Air Travel,6,LAKE VIEW,North Side,North Side
862,ALLEY,Outside,6,LAKE VIEW,North Side,North Side
863,ANIMAL HOSPITAL,Business,6,LAKE VIEW,North Side,North Side
864,APARTMENT,Apartment,6,LAKE VIEW,North Side,North Side
865,APPLIANCE STORE,Business,6,LAKE VIEW,North Side,North Side
866,ATHLETIC CLUB,Business,6,LAKE VIEW,North Side,North Side
867,ATM (AUTOMATIC TELLER MACHINE),Outside,6,LAKE VIEW,North Side,North Side
868,AUTO,Transportation,6,LAKE VIEW,North Side,North Side
869,AUTO/BOAT/RV DEALERSHIP,Business,6,LAKE VIEW,North Side,North Side
870,BANK,Business,6,LAKE VIEW,North Side,North Side
872,BAR OR TAVERN,Business,6,LAKE VIEW,North Side,North Side
873,BARBERSHOP,Business,6,LAKE VIEW,North Side,North Side
877,BOAT/WATERCRAFT,Transportation,6,LAKE VIEW,North Side,North Side
878,BOWLING ALLEY,Business,6,LAKE VIEW,North Side,North Side
879,BRIDGE,Outside,6,LAKE VIEW,North Side,North Side
880,CAR WASH,Business,6,LAKE VIEW,North Side,North Side
881,CEMETARY,Outside,6,LAKE VIEW,North Side,North Side
882,CHA APARTMENT,Apartment,6,LAKE VIEW,North Side,North Side
886,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,6,LAKE VIEW,North Side,North Side
889,CHA PARKING LOT/GROUNDS,Outside,6,LAKE VIEW,North Side,North Side
893,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,6,LAKE VIEW,North Side,North Side
895,CLEANING STORE,Business,6,LAKE VIEW,North Side,North Side
897,COIN OPERATED MACHINE,Business,6,LAKE VIEW,North Side,North Side
898,COLLEGE/UNIVERSITY GROUNDS,Outside,6,LAKE VIEW,North Side,North Side
899,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,6,LAKE VIEW,North Side,North Side
900,COMMERCIAL/BUSINESS OFFICE,Business,6,LAKE VIEW,North Side,North Side
901,CONSTRUCTION SITE,Business,6,LAKE VIEW,North Side,North Side
902,CONVENIENCE STORE,Business,6,LAKE VIEW,North Side,North Side
903,CREDIT UNION,Business,6,LAKE VIEW,North Side,North Side
906,CTA BUS,Transportation,6,LAKE VIEW,North Side,North Side
907,CTA BUS STOP,Transportation,6,LAKE VIEW,North Side,North Side
908,CTA GARAGE/OTHER PROPERTY,Transportation,6,LAKE VIEW,North Side,North Side
909,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,6,LAKE VIEW,North Side,North Side
910,CTA PLATFORM,Transportation,6,LAKE VIEW,North Side,North Side
912,CTA STATION,Transportation,6,LAKE VIEW,North Side,North Side
914,CTA TRACKS-RIGHT OF WAY,Transportation,6,LAKE VIEW,North Side,North Side
915,CTA TRAIN,Transportation,6,LAKE VIEW,North Side,North Side
916,CURRENCY EXCHANGE,Business,6,LAKE VIEW,North Side,North Side
917,DAY CARE CENTER,Business,6,LAKE VIEW,North Side,North Side
919,DEPARTMENT STORE,Business,6,LAKE VIEW,North Side,North Side
921,DRIVEWAY-RESIDENTIAL,Outside,6,LAKE VIEW,North Side,North Side
922,DRUG STORE,Business,6,LAKE VIEW,North Side,North Side
925,FACTORY/MANUFACTURING BUILDING,Business,6,LAKE VIEW,North Side,North Side
927,FEDERAL BUILDING,Business,6,LAKE VIEW,North Side,North Side
928,FIRE STATION,Business,6,LAKE VIEW,North Side,North Side
929,FOREST PRESERVE,Outside,6,LAKE VIEW,North Side,North Side
933,GAS STATION,Business,6,LAKE VIEW,North Side,North Side
936,GOVERNMENT BUILDING/PROPERTY,Business,6,LAKE VIEW,North Side,North Side
937,GROCERY FOOD STORE,Business,6,LAKE VIEW,North Side,North Side
939,HIGHWAY/EXPRESSWAY,Transportation,6,LAKE VIEW,North Side,North Side
942,HOSPITAL BUILDING/GROUNDS,Business,6,LAKE VIEW,North Side,North Side
944,HOTEL/MOTEL,Business,6,LAKE VIEW,North Side,North Side
946,JAIL/LOCK-UP FACILITY,Business,6,LAKE VIEW,North Side,North Side
947,KENNEL,Outside,6,LAKE VIEW,North Side,North Side
950,LAKEFRONT/WATERFRONT/RIVERBANK,Outside,6,LAKE VIEW,North Side,North Side
952,LIBRARY,Business,6,LAKE VIEW,North Side,North Side
954,MEDICAL/DENTAL OFFICE,Business,6,LAKE VIEW,North Side,North Side
956,MOVIE HOUSE/THEATER,Business,6,LAKE VIEW,North Side,North Side
957,NEWSSTAND,Outside,6,LAKE VIEW,North Side,North Side
959,NURSING HOME/RETIREMENT HOME,Business,6,LAKE VIEW,North Side,North Side
960,Not Specified,Not Specified,6,LAKE VIEW,North Side,North Side
962,OTHER,Other,6,LAKE VIEW,North Side,North Side
963,OTHER (SPECIFY),Other,6,LAKE VIEW,North Side,North Side
964,OTHER COMMERCIAL TRANSPORTATION,Transportation,6,LAKE VIEW,North Side,North Side
965,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,6,LAKE VIEW,North Side,North Side
966,PARK PROPERTY,Outside,6,LAKE VIEW,North Side,North Side
967,PARKING LOT,Outside,6,LAKE VIEW,North Side,North Side
968,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,6,LAKE VIEW,North Side,North Side
969,PAWN SHOP,Business,6,LAKE VIEW,North Side,North Side
971,POLICE FACILITY/VEHICLE PARKING LOT,Business,6,LAKE VIEW,North Side,North Side
972,POOLROOM,Business,6,LAKE VIEW,North Side,North Side
976,RESIDENCE,Residence,6,LAKE VIEW,North Side,North Side
977,RESIDENCE-GARAGE,Residence,6,LAKE VIEW,North Side,North Side
978,RESIDENCE-PORCH/HALLWAY,Residence,6,LAKE VIEW,North Side,North Side
979,RESIDENCE-YARD (FRONT/BACK),Residence,6,LAKE VIEW,North Side,North Side
980,RESTAURANT,Business,6,LAKE VIEW,North Side,North Side
985,SAVINGS AND LOAN,Business,6,LAKE VIEW,North Side,North Side
987,SCHOOL-PRIVATE BUILDING,Business,6,LAKE VIEW,North Side,North Side
988,SCHOOL-PRIVATE GROUNDS,Outside,6,LAKE VIEW,North Side,North Side
989,SCHOOL-PUBLIC BUILDING,Business,6,LAKE VIEW,North Side,North Side
990,SCHOOL-PUBLIC GROUNDS,Outside,6,LAKE VIEW,North Side,North Side
991,SIDEWALK,Outside,6,LAKE VIEW,North Side,North Side
992,SMALL RETAIL STORE,Business,6,LAKE VIEW,North Side,North Side
993,SPORTS ARENA/STADIUM,Business,6,LAKE VIEW,North Side,North Side
995,STREET,Street,6,LAKE VIEW,North Side,North Side
997,TAVERN/LIQUOR STORE,Business,6,LAKE VIEW,North Side,North Side
998,TAXICAB,Transportation,6,LAKE VIEW,North Side,North Side
1002,VACANT LOT/LAND,Outside,6,LAKE VIEW,North Side,North Side
1003,VEHICLE NON-COMMERCIAL,Transportation,6,LAKE VIEW,North Side,North Side
1004,VEHICLE-COMMERCIAL,Transportation,6,LAKE VIEW,North Side,North Side
1005,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,6,LAKE VIEW,North Side,North Side
1006,VEHICLE-COMMERCIAL-TROLLEY BUS,Transportation,6,LAKE VIEW,North Side,North Side
1007,VEHICLE-DELIVERY TRUCK,Transportation,6,LAKE VIEW,North Side,North Side
1008,VEHICLE-OTHER RIDE SERVICE,Transportation,6,LAKE VIEW,North Side,North Side
1009,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,6,LAKE VIEW,North Side,North Side
1011,WAREHOUSE,Business,6,LAKE VIEW,North Side,North Side
1014,YMCA,Business,6,LAKE VIEW,North Side,North Side
1015,ABANDONED BUILDING,Building,7,LINCOLN PARK,North Side,North Side
1021,AIRPORT PARKING LOT,Air Travel,7,LINCOLN PARK,North Side,North Side
1031,ALLEY,Outside,7,LINCOLN PARK,North Side,North Side
1032,ANIMAL HOSPITAL,Business,7,LINCOLN PARK,North Side,North Side
1033,APARTMENT,Apartment,7,LINCOLN PARK,North Side,North Side
1034,APPLIANCE STORE,Business,7,LINCOLN PARK,North Side,North Side
1035,ATHLETIC CLUB,Business,7,LINCOLN PARK,North Side,North Side
1036,ATM (AUTOMATIC TELLER MACHINE),Outside,7,LINCOLN PARK,North Side,North Side
1037,AUTO,Transportation,7,LINCOLN PARK,North Side,North Side
1038,AUTO/BOAT/RV DEALERSHIP,Business,7,LINCOLN PARK,North Side,North Side
1039,BANK,Business,7,LINCOLN PARK,North Side,North Side
1041,BAR OR TAVERN,Business,7,LINCOLN PARK,North Side,North Side
1042,BARBERSHOP,Business,7,LINCOLN PARK,North Side,North Side
1046,BOAT/WATERCRAFT,Transportation,7,LINCOLN PARK,North Side,North Side
1048,BRIDGE,Outside,7,LINCOLN PARK,North Side,North Side
1049,CAR WASH,Business,7,LINCOLN PARK,North Side,North Side
1051,CHA APARTMENT,Apartment,7,LINCOLN PARK,North Side,North Side
1055,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,7,LINCOLN PARK,North Side,North Side
1058,CHA PARKING LOT/GROUNDS,Outside,7,LINCOLN PARK,North Side,North Side
1062,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,7,LINCOLN PARK,North Side,North Side
1064,CLEANING STORE,Business,7,LINCOLN PARK,North Side,North Side
1066,COIN OPERATED MACHINE,Business,7,LINCOLN PARK,North Side,North Side
1067,COLLEGE/UNIVERSITY GROUNDS,Outside,7,LINCOLN PARK,North Side,North Side
1068,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,7,LINCOLN PARK,North Side,North Side
1069,COMMERCIAL/BUSINESS OFFICE,Business,7,LINCOLN PARK,North Side,North Side
1070,CONSTRUCTION SITE,Business,7,LINCOLN PARK,North Side,North Side
1071,CONVENIENCE STORE,Business,7,LINCOLN PARK,North Side,North Side
1072,CREDIT UNION,Business,7,LINCOLN PARK,North Side,North Side
1075,CTA BUS,Transportation,7,LINCOLN PARK,North Side,North Side
1076,CTA BUS STOP,Transportation,7,LINCOLN PARK,North Side,North Side
1077,CTA GARAGE/OTHER PROPERTY,Transportation,7,LINCOLN PARK,North Side,North Side
1078,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,7,LINCOLN PARK,North Side,North Side
1079,CTA PLATFORM,Transportation,7,LINCOLN PARK,North Side,North Side
1081,CTA STATION,Transportation,7,LINCOLN PARK,North Side,North Side
1083,CTA TRACKS-RIGHT OF WAY,Transportation,7,LINCOLN PARK,North Side,North Side
1084,CTA TRAIN,Transportation,7,LINCOLN PARK,North Side,North Side
1085,CURRENCY EXCHANGE,Business,7,LINCOLN PARK,North Side,North Side
1086,DAY CARE CENTER,Business,7,LINCOLN PARK,North Side,North Side
1087,DELIVERY TRUCK,Transportation,7,LINCOLN PARK,North Side,North Side
1088,DEPARTMENT STORE,Business,7,LINCOLN PARK,North Side,North Side
1090,DRIVEWAY-RESIDENTIAL,Outside,7,LINCOLN PARK,North Side,North Side
1091,DRUG STORE,Business,7,LINCOLN PARK,North Side,North Side
1094,FACTORY/MANUFACTURING BUILDING,Business,7,LINCOLN PARK,North Side,North Side
1096,FEDERAL BUILDING,Business,7,LINCOLN PARK,North Side,North Side
1097,FIRE STATION,Business,7,LINCOLN PARK,North Side,North Side
1102,GAS STATION,Business,7,LINCOLN PARK,North Side,North Side
1105,GOVERNMENT BUILDING/PROPERTY,Business,7,LINCOLN PARK,North Side,North Side
1106,GROCERY FOOD STORE,Business,7,LINCOLN PARK,North Side,North Side
1108,HIGHWAY/EXPRESSWAY,Transportation,7,LINCOLN PARK,North Side,North Side
1111,HOSPITAL BUILDING/GROUNDS,Business,7,LINCOLN PARK,North Side,North Side
1113,HOTEL/MOTEL,Business,7,LINCOLN PARK,North Side,North Side
1116,KENNEL,Outside,7,LINCOLN PARK,North Side,North Side
1119,LAKEFRONT/WATERFRONT/RIVERBANK,Outside,7,LINCOLN PARK,North Side,North Side
1121,LIBRARY,Business,7,LINCOLN PARK,North Side,North Side
1123,MEDICAL/DENTAL OFFICE,Business,7,LINCOLN PARK,North Side,North Side
1125,MOVIE HOUSE/THEATER,Business,7,LINCOLN PARK,North Side,North Side
1128,NURSING HOME/RETIREMENT HOME,Business,7,LINCOLN PARK,North Side,North Side
1129,Not Specified,Not Specified,7,LINCOLN PARK,North Side,North Side
1131,OTHER,Other,7,LINCOLN PARK,North Side,North Side
1132,OTHER (SPECIFY),Other,7,LINCOLN PARK,North Side,North Side
1133,OTHER COMMERCIAL TRANSPORTATION,Transportation,7,LINCOLN PARK,North Side,North Side
1134,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,7,LINCOLN PARK,North Side,North Side
1135,PARK PROPERTY,Outside,7,LINCOLN PARK,North Side,North Side
